"Id","SalePrice"
1461,139572.246444358
1462,157376.938248767
1463,198005.464559233
1464,194812.460108196
1465,283483.157265026
1466,193392.91231995
1467,176693.048583092
1468,189502.46380974
1469,180519.324072233
1470,132450.190639139
1471,121971.505641986
1472,94239.9586159957
1473,108696.303310207
1474,147556.953152579
1475,133555.915270659
1476,322075.375936783
1477,322948.624928058
1478,320362.385312533
1479,320129.589894968
1480,327765.157930647
1481,325976.120078641
1482,290633.736403028
1483,208157.079063723
1484,194501.485125938
1485,197387.376780153
1486,189286.92761837
1487,333554.297163796
1488,215262.129057012
1489,218533.361898893
1490,219229.525041604
1491,186680.267969826
1492,169774.580280182
1493,142305.016537306
1494,334445.332018186
1495,332231.842046026
1496,200037.558090215
1497,199834.080453017
1498,199171.735271713
1499,196263.619068612
1500,197629.539505484
1501,193914.296832962
1502,193579.045655132
1503,203227.583876348
1504,225706.249389825
1505,228713.399588671
1506,189942.132199963
1507,203865.888209956
1508,186968.745071099
1509,203599.998306735
1510,149892.292441688
1511,152100.250311868
1512,151439.439884419
1513,137342.336927569
1514,198778.577458457
1515,147450.573216756
1516,166346.176475474
1517,136065.682607102
1518,159814.733918789
1519,145262.48097621
1520,133848.536451298
1521,153146.827581061
1522,151394.796970485
1523,143719.030255439
1524,134602.375407671
1525,159585.2064892
1526,139556.991843226
1527,130863.93022654
1528,144649.253221152
1529,148290.316774793
1530,136565.780225472
1531,124017.922192916
1532,110687.755434489
1533,129288.654945398
1534,125098.247123933
1535,137572.387368747
1536,118858.835927865
1537,120384.248589562
1538,131960.408232182
1539,129341.415011853
1540,153299.334421028
1541,120185.297095322
1542,127232.723538294
1543,121309.189114527
1544,112010.717910574
1545,113380.835744406
1546,126926.566814036
1547,127958.885990225
1548,126926.566814036
1549,114524.355340823
1550,141615.817480082
1551,111118.823208208
1552,144269.585524924
1553,136937.103896119
1554,120662.646900985
1555,203779.494156975
1556,190581.86816325
1557,133693.003075378
1558,129704.681713572
1559,132639.536004853
1560,116235.498546699
1561,156337.969152137
1562,137461.031998504
1563,123048.531074975
1564,124810.564500496
