"Id","SalePrice"
1461,120038.246995592
1462,157236.329193055
1463,176943.236436959
1464,192826.250444524
1465,187007.491983057
1466,168869.784228282
1467,176601.882665435
1468,160277.095344193
1469,198989.171696106
1470,117224.055463166
1471,197930.76258654
1472,97274.6014697807
1473,97547.8802186909
1474,148128.261289003
1475,116639.427495689
1476,353974.112349929
1477,253621.283312618
1478,293879.133164265
1479,286580.9065633
1480,448756.612102711
1481,331686.810091092
1482,214851.069111803
1483,179796.599967141
1484,170236.53635367
1485,192135.069781564
1486,194956.485563417
1487,308627.217237323
1488,222909.670257943
1489,197745.794764476
1490,223253.6671443
1491,196077.590449781
1492,93849.5529036177
1493,190793.701006007
1494,283264.600484503
1495,284736.738103072
1496,233558.36803686
1497,174203.009141847
1498,165535.57673151
1499,161452.424994776
1500,155357.207645661
1501,169833.114503606
1502,144649.697199057
1503,254705.622847244
1504,245349.99120748
1505,224998.908249618
1506,189855.071246862
1507,246337.886686553
1508,201404.78319512
1509,164439.366269524
1510,140920.97343504
1511,144867.711248445
1512,166446.052175233
1513,158345.228546989
1514,154185.35984731
1515,190873.219308196
1516,160018.728168291
1517,172108.445547602
1518,130448.030921592
1519,208218.450641358
1520,126018.97652524
1521,124207.766358883
1522,174069.080625076
1523,112683.970108015
1524,124901.644526099
1525,119551.199760964
1526,119539.714969041
1527,106927.832007166
1528,144148.421664209
1529,151778.256927551
1530,175703.7314817
1531,98683.4972184334
1532,88740.303268257
1533,147405.577277691
1534,121692.182161472
1535,142261.577601669
1536,112819.949526084
1537,69578.3458070863
1538,151027.846186814
1539,198196.158216894
1540,104945.653742978
1541,138162.470769616
1542,137500.519851796
1543,184238.457718483
1544,91142.1386292699
1545,115891.651976193
1546,134390.223950344
1547,125634.91330122
1548,136989.617672749
1549,99045.7448501454
1550,128075.471270152
1551,105751.841159494
1552,131562.508499493
1553,130990.67692911
1554,118376.585271519
1555,166815.868845048
1556,99869.0596026597
1557,104194.707285324
1558,101534.159024977
1559,98711.9202935411
1560,132718.367908555
1561,134716.917956166
1562,130968.074942187
1563,118310.504894588
1564,155408.242260094
1565,145760.359835112
1566,240372.964574679
1567,81350.5510265107
1568,224778.149308533
1569,122439.839076596
1570,151078.410452462
1571,123398.826517142
1572,142883.816350372
1573,254269.907096963
1574,121710.976024974
1575,234396.342170239
1576,239685.733970667
1577,188457.407654386
1578,138553.411849893
1579,147288.152358453
1580,190296.331699321
1581,159322.24308423
1582,127932.062260388
1583,283228.56865736
1584,218464.189986907
1585,141872.920433171
1586,68026.5692648156
1587,104280.696934813
1588,148976.989437486
1589,94817.9177767547
1590,132803.363074754
1591,95803.896965893
1592,111556.226678923
1593,116615.039331063
1594,138669.910930513
1595,111220.669329696
1596,225559.38832141
1597,192604.60789209
1598,244685.536744985
1599,161331.101505381
1600,157618.011202015
1601,68286.6466181951
1602,110968.438582223
1603,77368.8098953167
1604,279443.582667328
1605,246442.83366346
1606,170220.442012979
1607,167352.289907084
1608,224327.293812078
1609,175600.609541637
1610,152354.627320038
1611,146034.414918343
1612,176471.714120153
1613,161756.289341485
1614,117065.271727991
