"Id","SalePrice"
1461,129629.479680903
1462,154674.927230423
1463,180380.159761341
1464,189252.506893789
1465,198920.713911019
1466,176652.731409425
1467,172010.646222542
1468,158503.720499467
1469,190774.185737339
1470,125860.669356474
1471,205070.004143008
1472,88752.8874265771
1473,91140.0990877916
1474,140525.515892343
1475,112523.047495567
1476,377304.335079328
1477,244303.001038187
1478,264369.696072662
1479,266168.585259261
1480,490939.912813923
1481,337675.183239413
1482,207056.25460493
1483,190150.393920669
1484,164592.424790396
1485,171509.471549236
1486,192195.523994701
1487,337179.672531253
1488,222734.704525101
1489,187450.53591626
1490,230530.768286003
1491,191079.14980184
1492,95380.6293471277
1493,174839.141779425
1494,266968.972412009
1495,277115.501048186
1496,251706.826215297
1497,173431.421865816
1498,156011.011186262
1499,165119.03508804
1500,147083.339114683
1501,170289.505539132
1502,136734.780925621
1503,281522.291122095
1504,223526.061453436
1505,216650.974831386
1506,187950.716015331
1507,247581.012079035
1508,208915.055685687
1509,169290.05815563
1510,141915.899005828
1511,152893.702488697
1512,175829.16852094
1513,153366.785828331
1514,147028.308768263
1515,174667.965718378
1516,149892.455878612
1517,162898.747630415
1518,123639.663952936
1519,203736.022132485
1520,133158.150875866
1521,135449.603599747
1522,176973.543903551
1523,110325.642749485
1524,132298.263333934
1525,129127.722686289
1526,113532.645185434
1527,103133.325406433
1528,131881.706547323
1529,152194.622929754
1530,163801.117969068
1531,106182.637885341
1532,101671.261751437
1533,156882.242195208
1534,115591.511292065
1535,148808.507830506
1536,105754.126491434
1537,66176.9441199466
1538,169201.699466132
1539,187409.048903053
1540,104148.835688364
1541,131666.566006617
1542,136957.278977262
1543,200568.51343781
1544,86324.9627350927
1545,114576.518280539
1546,121824.90045306
1547,131748.240774988
1548,129078.373768824
1549,108961.034791795
1550,126384.194763469
1551,103791.058451022
1552,145033.363617541
1553,151171.223278093
1554,127784.739342051
1555,177164.955115136
1556,82406.6024578478
1557,94605.4157601914
1558,93256.3756264485
1559,91113.6280938036
1560,130805.895455462
1561,131380.807473688
1562,119886.528551434
1563,116607.480610199
1564,157389.532041131
1565,132755.464027766
1566,234184.599206807
1567,68639.7850999042
1568,236254.525092909
1569,132203.711644543
1570,130608.60987407
1571,123648.536991664
1572,133854.542695361
1573,217904.089784054
