"Id","SalePrice"
1461,116887.615477881
1462,164182.006696475
1463,187376.60786059
1464,191081.391556085
1465,199512.727129116
1466,166744.119575614
1467,178090.626314008
1468,164381.762724841
1469,196024.159736905
1470,127591.365891683
1471,192523.686529323
1472,97147.8880568185
1473,95685.0847321956
1474,153851.588509347
1475,113470.42228694
1476,393478.983433731
1477,245615.100613278
1478,289371.644964475
1479,269786.030774514
1480,514854.666245497
1481,364060.957814433
1482,208085.169480496
1483,175681.576926184
1484,167754.55786342
1485,188124.151959043
1486,195584.962068681
1487,353441.954417588
1488,230577.854784781
1489,196377.42645032
1490,228322.269881493
1491,187179.073992886
1492,90394.3242847698
1493,186533.100175942
1494,291066.88493134
1495,294630.482700261
1496,237046.105957305
1497,179382.681383325
1498,166042.732309756
1499,161424.477199888
1500,153868.169249604
1501,169034.965737753
1502,153708.745385112
1503,290910.370208522
1504,245388.464004775
1505,224141.127532526
1506,200913.059937844
1507,247174.896506304
1508,191169.24632494
1509,165553.043735978
1510,147923.765773486
1511,143472.204537285
1512,190058.189286928
1513,141374.148675108
1514,167862.741383944
1515,168699.188702995
1516,153943.465348981
1517,155733.000544647
1518,143167.680390562
1519,204964.438837324
1520,134775.550006835
1521,132283.380338967
1522,170262.295850275
1523,111312.00487595
1524,129648.107402357
1525,125027.265563206
1526,121396.536427964
1527,99948.6738021816
1528,128869.899980594
1529,149918.29520055
1530,169093.654290826
1531,102670.48228844
1532,107748.27777289
1533,156219.116330609
1534,118557.928375728
1535,157730.20373152
1536,114554.02257489
1537,64544.7622322969
1538,162909.148343005
1539,196157.869711285
1540,95927.7583386375
1541,142381.899262361
1542,137975.344359946
1543,211932.642862445
1544,84188.8232968296
1545,113863.810609636
1546,124215.416569751
1547,138089.211083443
1548,142185.416886118
1549,108465.429908361
1550,138430.055209837
1551,120944.246501872
1552,133885.97271541
1553,152369.957336031
1554,117411.033591983
1555,178549.105330713
1556,89504.7662726143
1557,104943.886123952
1558,84545.2547113203
1559,89730.1396350505
1560,138690.241263791
1561,137348.068420899
1562,130800.722860423
1563,126625.609998152
1564,155906.715559292
1565,139977.031486228
1566,227401.762271723
1567,70031.4132164004
1568,236389.169422833
1569,143257.002355037
1570,140777.463011699
1571,119739.89018925
1572,146617.325770127
1573,227214.899545312
1574,127235.218015361
1575,235721.913869048
1576,238326.364719197
1577,190129.072664814
1578,143703.078323539
1579,142786.299923764
1580,196932.370926512
1581,158418.684915522
1582,137207.854755815
1583,337419.776310284
1584,222131.252174004
1585,142417.343809088
1586,64061.1016932679
1587,101443.952619425
1588,152738.330161926
1589,104536.64285274
1590,132472.116969133
1591,99326.9467387179
1592,113102.120362434
1593,126751.141396525
1594,145262.288315897
1595,117168.082362088
1596,224656.233148528
1597,184608.699957527
1598,203351.356540178
