"Id","SalePrice"
1461,128559.8777
1462,156555.0051
1463,177912.692866667
1464,186784.426333333
1465,197033.527866667
1466,185121.1935
1467,172262.7381
1468,177284.610366667
1469,181393.094133333
1470,124584.9963
1471,209167.2828
1472,92035.6555333334
1473,95239.3486
1474,154417.489466667
1475,134666.075
1476,367951.495366666
1477,253162.9171
1478,294328.232133333
1479,267701.030333333
1480,398447.652033333
1481,298077.999433333
1482,207414.545066667
1483,182460.135033333
1484,176329.406133333
1485,176514.683966667
1486,197207.234033333
1487,318706.949166667
1488,232103.7517
1489,210300.967033333
1490,201358.0057
1491,194847.6536
1492,98724.9522
1493,179989.2338
1494,297193.385966666
1495,292453.989366667
1496,237640.6013
1497,185998.730966667
1498,154034.552133333
1499,153136.402966667
1500,158784.516333333
1501,174263.064666667
1502,161809.7435
1503,286269.7556
1504,232384.649766667
1505,218587.695133333
1506,183552.2101
1507,228271.939866667
1508,192659.788533333
1509,159603.238633333
1510,151514.641533333
1511,151958.4171
1512,169199.845133333
1513,152093.935066667
1514,163149.4438
1515,189155.940233333
1516,161600.595266667
1517,155729.288266667
1518,134664.283566667
1519,230732.287466667
1520,138208.4945
1521,144501.786066667
1522,158727.525766667
1523,119044.1083
1524,123464.135833333
1525,124409.466133333
1526,130210.922066667
1527,106737.625966667
1528,130856.677366667
1529,141273.886833333
1530,169989.654833333
1531,127058.608866667
1532,109221.874033333
1533,142468.200033333
1534,119831.158966667
1535,151940.514733333
1536,118435.3174
1537,88442.2896666667
1538,169156.493566667
1539,244306.360466667
1540,123341.223833333
1541,145667.339666667
1542,139805.652466667
1543,197571.888766667
1544,86670.811
1545,100794.995066667
1546,121097.806733333
1547,133235.549433333
1548,130944.059733333
1549,110555.098433333
1550,141340.930033333
1551,123647.2278
1552,136656.353133333
1553,148794.7282
1554,114497.231466667
1555,167031.5508
1556,96425.4659
1557,121694.438166667
1558,93687.5827666666
1559,118049.904233333
1560,146626.928133333
1561,157333.384866667
1562,126784.406866667
1563,123720.380333333
1564,160271.5261
1565,153509.881333333
1566,229648.812033333
1567,81770.5955666666
1568,220343.418866667
1569,145039.213466667
1570,127812.9761
1571,129621.643
1572,144507.452766667
1573,248201.354333333
1574,131988.204533333
1575,216217.772133333
1576,223740.265133333
1577,205272.650733333
1578,157023.961966667
1579,141854.222333333
1580,188448.501
1581,140506.949666667
1582,126271.857733333
1583,334440.083833333
1584,244876.3285
1585,139473.621419048
1586,83670.0121666666
1587,106877.232133333
1588,152534.425833333
1589,98758.2214666667
1590,137532.1611
1591,109178.489833333
1592,132240.716833333
1593,119268.058766667
1594,142253.473666667
1595,124292.4204
1596,227041.095033333
1597,163884.0918
1598,189218.074
1599,197179.868633333
1600,187930.657166667
1601,79001.7315
1602,109201.1533
1603,96678.3234666667
1604,282849.9003
1605,248433.712766666
1606,169791.769
1607,179527.6675
1608,216223.3084
1609,197561.2421
1610,163878.414566667
1611,153176.727966667
1612,168985.6932
1613,168495.8424
1614,122044.327133333
1615,86313.0394666666
1616,82267.615
1617,87302.9366666666
1618,126518.086933333
1619,132418.602833333
1620,164261.6012
1621,141482.3061
1622,148927.4433
1623,283511.689
1624,214302.641866667
1625,132002.206866667
1626,172862.283733333
1627,184925.4796
1628,275617.6456
1629,173605.177166667
1630,333648.2661
1631,214279.080466667
1632,244416.1947
1633,173154.7397
1634,182528.792666667
1635,184031.276833333
1636,160254.6578
1637,171740.732366667
1638,212414.842233333
1639,179038.9811
1640,250899.875033333
1641,178573.298466667
1642,220116.520433333
1643,228322.8654
1644,230713.2705
1645,179056.3917
